"Time","Source","Src Port","Destination","Dst Port","Protocol","Length","Data","Info"
"0.000000000","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"0.107507647","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_00","","STP","60","","Conf. Root = 32768/0/a4:ce:da:6e:fd:ca  Cost = 0  Port = 0x8003"
"0.709759815","140.82.112.26","443","192.168.1.137","57632","TLSv1.2","80","","Application Data"
"0.710737398","192.168.1.137","57632","140.82.112.26","443","TLSv1.2","84","","Application Data"
"0.764016335","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"0.764236822","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"0.765215070","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"0.765640365","fe80::150d:e1f2:b6e9:6559","65012","ff02::1:3","5355","LLMNR","95","","Standard query 0xe1f1 A BRW7440BBBE4A3A"
"0.765640485","192.168.1.137","65012","224.0.0.252","5355","LLMNR","75","","Standard query 0xe1f1 A BRW7440BBBE4A3A"
"0.766053677","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"0.766435388","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"0.944064518","ASIXElec_68:a5:38","","Broadcast","","ARP","60","","Who has 192.168.1.151? Tell 192.168.1.137"
"0.957344605","140.82.112.26","443","192.168.1.137","57632","TCP","60","","443  >  57632 [ACK] Seq=27 Ack=31 Win=69 Len=0"
"1.183555583","fe80::150d:e1f2:b6e9:6559","65012","ff02::1:3","5355","LLMNR","95","","Standard query 0xe1f1 A BRW7440BBBE4A3A"
"1.183556235","192.168.1.137","65012","224.0.0.252","5355","LLMNR","75","","Standard query 0xe1f1 A BRW7440BBBE4A3A"
"1.524876546","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"1.541028483","192.168.1.137","57988","20.44.229.112","443","TCP","66","","57988  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1.544162138","20.44.229.112","443","192.168.1.137","57988","TCP","66","","443  >  57988 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"1.544378097","192.168.1.137","57988","20.44.229.112","443","TCP","60","","57988  >  443 [ACK] Seq=1 Ack=1 Win=263424 Len=0"
"1.546340516","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","273","","Client Hello"
"1.550621057","20.44.229.112","443","192.168.1.137","57988","TLSv1.2","6346","","Server Hello, Certificate, Certificate Status, Server Key Exchange, Certificate Request, Server Hello Done"
"1.550685360","192.168.1.137","57988","20.44.229.112","443","TCP","60","","57988  >  443 [ACK] Seq=220 Ack=6293 Win=263424 Len=0"
"1.554943908","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","219","","Certificate, Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1.558675641","20.44.229.112","443","192.168.1.137","57988","TLSv1.2","105","","Change Cipher Spec, Encrypted Handshake Message"
"1.559716548","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","1669","","Application Data"
"1.559716649","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","1716","","Application Data"
"1.562483164","20.44.229.112","443","192.168.1.137","57988","TCP","60","","443  >  57988 [ACK] Seq=6344 Ack=2000 Win=4194560 Len=0"
"1.562757639","20.44.229.112","443","192.168.1.137","57988","TCP","60","","443  >  57988 [ACK] Seq=6344 Ack=3662 Win=4194560 Len=0"
"1.566827394","20.44.229.112","443","192.168.1.137","57988","TLSv1.2","2264","","Application Data"
"1.566827464","192.168.1.137","57988","20.44.229.112","443","TCP","60","","57988  >  443 [ACK] Seq=3662 Ack=8554 Win=263424 Len=0"
"1.614230586","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","1656","","Application Data"
"1.617028735","20.44.229.112","443","192.168.1.137","57988","TCP","60","","443  >  57988 [ACK] Seq=8554 Ack=5264 Win=4194560 Len=0"
"1.707609791","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707610181","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707610211","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707738627","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707738698","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707738718","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707738748","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707959851","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9c00800180c2ef03fea4ceda6efdcd00545249030300859d9c00807c7d7bd9â\200\246","Ethernet II"
"1.707959901","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","102","030304859d9c00c00180c2ef03fea4ceda6efdcd0d54524903030d859d9c00c07c7d7bd9â\200\246","Ethernet II"
"1.707959931","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","180","030304859d9c00c00180c2ef03fea4ceda6efdcd0d54524903030e859d9c00c0767dfd7dâ\200\246","Ethernet II"
"1.709547191","ASIXElec_68:a5:38","","Broadcast","","ARP","60","","Who has 192.168.1.151? Tell 192.168.1.137"
"1.772100416","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"1.772587095","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"1.772984075","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"1.773329538","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"1.867869145","192.168.1.254","44869","192.168.1.255","9995","UDP","139","0130203139322e3136382e312e3235340000000000000000000000000000000000737465â\200\246","44869  >  9995 Len=97"
"1.915929014","20.44.229.112","443","192.168.1.137","57988","TLSv1.2","544","","Application Data"
"1.957270463","192.168.1.137","57988","20.44.229.112","443","TCP","60","","57988  >  443 [ACK] Seq=5264 Ack=9044 Win=262912 Len=0"
"2.079104115","192.168.1.227","42616","162.159.200.123","123","NTP","90","","NTP Version 4, client"
"2.083057376","162.159.200.123","123","192.168.1.227","42616","NTP","90","","NTP Version 4, server"
"2.107594681","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_00","","STP","60","","Conf. Root = 32768/0/a4:ce:da:6e:fd:ca  Cost = 0  Port = 0x8003"
"2.235931628","192.168.1.137","57918","13.227.254.12","443","TCP","60","","57918  >  443 [ACK] Seq=1 Ack=1 Win=1027 Len=1 [TCP segment of a reassembled PDU]"
"2.237946214","13.227.254.12","443","192.168.1.137","57918","TCP","66","","443  >  57918 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"2.251997605","192.168.1.137","57920","13.227.254.12","443","TCP","60","","57920  >  443 [ACK] Seq=1 Ack=1 Win=1026 Len=1 [TCP segment of a reassembled PDU]"
"2.253839822","13.227.254.12","443","192.168.1.137","57920","TCP","66","","443  >  57920 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"2.283778357","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"2.702208451","ASIXElec_68:a5:38","","Broadcast","","ARP","60","","Who has 192.168.1.151? Tell 192.168.1.137"
"3.111740258","192.168.1.137","61520","142.251.10.113","443","UDP","71","72e5e20ce33157ac58b1c35a8c9d03b0bbe65f4975009fdd25bc7befd3","61520  >  443 Len=29"
"3.115950103","142.251.10.113","443","192.168.1.137","61520","UDP","73","48703d8ffe794fa45c948f0051c2377cfb70c1749ff8e79ae9180c8a50caf4","443  >  61520 Len=31"
"3.152895632","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"3.153160568","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"3.153616982","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"3.154290301","fe80::150d:e1f2:b6e9:6559","52871","ff02::1:3","5355","LLMNR","95","","Standard query 0x6d81 A BRW7440BBBE4A3A"
"3.154388980","192.168.1.137","52871","224.0.0.252","5355","LLMNR","75","","Standard query 0x6d81 A BRW7440BBBE4A3A"
"3.154804737","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"3.155136672","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"3.570583023","fe80::150d:e1f2:b6e9:6559","52871","ff02::1:3","5355","LLMNR","95","","Standard query 0x6d81 A BRW7440BBBE4A3A"
"3.570583464","192.168.1.137","52871","224.0.0.252","5355","LLMNR","75","","Standard query 0x6d81 A BRW7440BBBE4A3A"
"3.910501215","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"4.003354419","192.168.1.137","56461","192.168.1.1","8009","TCP","164","","56461  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=1022 Len=110 [TCP segment of a reassembled PDU]"
"4.005654097","192.168.1.227","42434","192.168.1.1","8009","TCP","176","","42434  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=501 Len=110 TSval=2919158974 TSecr=1841245560 [TCP segment of a reassembled PDU]"
"4.007103834","192.168.1.1","8009","192.168.1.137","56461","TCP","164","","8009  >  56461 [PSH, ACK] Seq=1 Ack=111 Win=507 Len=110 [TCP segment of a reassembled PDU]"
"4.008686134","192.168.1.1","8009","192.168.1.227","42434","TCP","176","","8009  >  42434 [PSH, ACK] Seq=1 Ack=111 Win=503 Len=110 TSval=1841250576 TSecr=2919158974 [TCP segment of a reassembled PDU]"
"4.008793540","192.168.1.227","42434","192.168.1.1","8009","TCP","66","","42434  >  8009 [ACK] Seq=111 Ack=111 Win=501 Len=0 TSval=2919158978 TSecr=1841250576"
"4.009096199","192.168.1.1","8009","192.168.1.227","42434","TCP","66","","8009  >  42434 [ACK] Seq=1 Ack=111 Win=503 Len=0 TSval=1841250576 TSecr=2919158974"
"4.009217442","192.168.1.227","42434","192.168.1.1","8009","TCP","66","","[TCP Dup ACK 76#1] 42434  >  8009 [ACK] Seq=111 Ack=111 Win=501 Len=0 TSval=2919158978 TSecr=1841250576"
"4.019311464","192.168.1.1","8009","192.168.1.137","56461","TCP","60","","8009  >  56461 [ACK] Seq=1 Ack=111 Win=507 Len=0"
"4.019311875","192.168.1.137","56461","192.168.1.1","8009","TCP","60","","56461  >  8009 [ACK] Seq=111 Ack=111 Win=1022 Len=0"
"4.054589060","192.168.1.137","57291","34.149.211.227","443","TLSv1.2","455","","Application Data"
"4.056782921","34.149.211.227","443","192.168.1.137","57291","TCP","60","","443  >  57291 [ACK] Seq=1 Ack=402 Win=592 Len=0"
"4.056783042","192.168.1.137","57291","34.149.211.227","443","TLSv1.2","135","","Application Data"
"4.059000338","34.149.211.227","443","192.168.1.137","57291","TCP","60","","443  >  57291 [ACK] Seq=1 Ack=483 Win=592 Len=0"
"4.107788269","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_00","","STP","60","","Conf. Root = 32768/0/a4:ce:da:6e:fd:ca  Cost = 0  Port = 0x8003"
"4.124528838","192.168.1.137","50965","192.168.1.254","53","DNS","83","","Standard query 0xb555 A firmverup.brother.co.jp"
"4.131909227","34.149.211.227","443","192.168.1.137","57291","TLSv1.2","320","","Application Data"
"4.132530326","34.149.211.227","443","192.168.1.137","57291","TLSv1.2","118","","Application Data"
"4.132530467","192.168.1.137","57291","34.149.211.227","443","TCP","60","","57291  >  443 [ACK] Seq=483 Ack=331 Win=1021 Len=0"
"4.141601520","192.168.1.254","53","192.168.1.137","50965","DNS","197","","Standard query response 0xb555 A firmverup.brother.co.jp CNAME awsbscloudlb13-246018373.eu-west-1.elb.amazonaws.com A 54.75.211.205 A 52.16.74.188 A 54.217.38.180"
"4.159333281","192.168.1.137","57990","54.75.211.205","443","TCP","66","","57990  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"4.160002680","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"4.160497891","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"4.160830849","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"4.161157875","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"4.481685435","54.75.211.205","443","192.168.1.137","57990","TCP","66","","443  >  57990 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM WS=256"
"4.481921214","192.168.1.137","57990","54.75.211.205","443","TCP","60","","57990  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"4.494137775","192.168.1.137","57990","54.75.211.205","443","TLSv1.2","239","","Client Hello"
"4.669799207","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"4.715838988","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.715839539","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.715839569","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.715839599","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.715839639","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.715916155","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.715916195","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.716162116","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","111","030304859d9d00800180c2ef03fea4ceda6efdcd00545249030300859d9d0080626365c7â\200\246","Ethernet II"
"4.716162387","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","102","030304859d9d00c00180c2ef03fea4ceda6efdcd0d54524903030d859d9d00c0626365c7â\200\246","Ethernet II"
"4.716162417","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_ef:03:fe","","0xfe68","180","030304859d9d00c00180c2ef03fea4ceda6efdcd0d54524903030e859d9d00c06863e363â\200\246","Ethernet II"
"4.777143982","192.168.1.147","11601","239.255.255.250","1900","SSDP","215","","M-SEARCH * HTTP/1.1 "
"4.778381602","192.168.1.147","11601","239.255.255.250","1900","SSDP","215","","M-SEARCH * HTTP/1.1 "
"4.816401229","54.75.211.205","443","192.168.1.137","57990","TCP","60","","443  >  57990 [ACK] Seq=1 Ack=186 Win=28160 Len=0"
"4.816401640","54.75.211.205","443","192.168.1.137","57990","TLSv1.2","2974","","Server Hello"
"4.817198085","54.75.211.205","443","192.168.1.137","57990","TLSv1.2","562","","Certificate, Server Key Exchange, Server Hello Done"
"4.817198246","192.168.1.137","57990","54.75.211.205","443","TCP","60","","57990  >  443 [ACK] Seq=186 Ack=3429 Win=262656 Len=0"
"4.818607334","192.168.1.137","57990","54.75.211.205","443","TLSv1.2","180","","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"5.140741912","54.75.211.205","443","192.168.1.137","57990","TCP","60","","443  >  57990 [ACK] Seq=3429 Ack=312 Win=28160 Len=0"
"5.140829540","54.75.211.205","443","192.168.1.137","57990","TLSv1.2","225","","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"5.162190111","192.168.1.137","57990","54.75.211.205","443","TLSv1.2","234","","Application Data"
"5.172080093","74.125.24.95","443","192.168.1.137","54876","UDP","74","54116552c772f745159c6739610a19073b1866c7449d8a6e4fc22732b2c1d86f","443  >  54876 Len=32"
"5.182298622","192.168.1.137","54876","74.125.24.95","443","UDP","75","46e9c4402d790422b47952620e6c64b0496f530b2d21e615d114cecb6d5a87e50b","54876  >  443 Len=33"
"5.466681297","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","1669","","Application Data"
"5.466681708","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","1771","","Application Data"
"5.469462461","20.44.229.112","443","192.168.1.137","57988","TCP","60","","443  >  57988 [ACK] Seq=9044 Ack=6879 Win=4194560 Len=0"
"5.469462761","20.44.229.112","443","192.168.1.137","57988","TCP","60","","443  >  57988 [ACK] Seq=9044 Ack=8596 Win=4194560 Len=0"
"5.471857277","20.44.229.112","443","192.168.1.137","57988","TLSv1.2","2319","","Application Data"
"5.471932882","192.168.1.137","57988","20.44.229.112","443","TCP","60","","57988  >  443 [ACK] Seq=8596 Ack=11309 Win=263424 Len=0"
"5.475905010","192.168.1.137","57988","20.44.229.112","443","TLSv1.2","1656","","Application Data"
"5.478616683","20.44.229.112","443","192.168.1.137","57988","TCP","60","","443  >  57988 [ACK] Seq=11309 Ack=10198 Win=4194560 Len=0"
"5.484385552","54.75.211.205","443","192.168.1.137","57990","TLSv1.2","108","","Application Data"
"5.485489086","192.168.1.137","57990","54.75.211.205","443","TLSv1.2","874","","Application Data"
"5.540193852","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"5.540351479","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.540847213","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.541732138","fe80::150d:e1f2:b6e9:6559","58766","ff02::1:3","5355","LLMNR","95","","Standard query 0xf2e5 A BRW7440BBBE4A3A"
"5.541850735","192.168.1.137","58766","224.0.0.252","5355","LLMNR","75","","Standard query 0xf2e5 A BRW7440BBBE4A3A"
"5.542323036","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.542669463","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.554665836","192.168.1.137","1900","192.168.1.147","11601","SSDP","481","","HTTP/1.1 200 OK "
"5.792749339","20.44.229.112","443","192.168.1.137","57988","TLSv1.2","544","","Application Data"
"5.822210935","54.75.211.205","443","192.168.1.137","57990","TLSv1.2","384","","Application Data"
"5.828407202","192.168.1.137","57990","54.75.211.205","443","TCP","60","","57990  >  443 [FIN, ACK] Seq=1312 Ack=3984 Win=262144 Len=0"
"5.843658112","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"5.843860516","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.844258622","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.844663397","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"5.844961154","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"5.845558852","fe80::150d:e1f2:b6e9:6559","49664","ff02::1:3","5355","LLMNR","95","","Standard query 0xb0a5 A BRW7440BBBE4A3A"
"5.845654886","192.168.1.137","49664","224.0.0.252","5355","LLMNR","75","","Standard query 0xb0a5 A BRW7440BBBE4A3A"
"5.845837726","fe80::150d:e1f2:b6e9:6559","61054","ff02::1:3","5355","LLMNR","95","","Standard query 0x9e9f AAAA BRW7440BBBE4A3A"
"5.845908111","192.168.1.137","61054","224.0.0.252","5355","LLMNR","75","","Standard query 0x9e9f AAAA BRW7440BBBE4A3A"
"5.846279579","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.846586046","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"5.846964474","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"5.847259279","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"5.848058830","192.168.1.137","57988","20.44.229.112","443","TCP","60","","57988  >  443 [ACK] Seq=10198 Ack=11799 Win=262912 Len=0"
"5.956600901","fe80::150d:e1f2:b6e9:6559","58766","ff02::1:3","5355","LLMNR","95","","Standard query 0xf2e5 A BRW7440BBBE4A3A"
"5.956601372","192.168.1.137","58766","224.0.0.252","5355","LLMNR","75","","Standard query 0xf2e5 A BRW7440BBBE4A3A"
"6.107896434","Arcadyan_6e:fd:ca","","Spanning-tree-(for-bridges)_00","","STP","60","","Conf. Root = 32768/0/a4:ce:da:6e:fd:ca  Cost = 0  Port = 0x8003"
"6.128086441","fe80::20c:29ff:fe16:1997","","ff02::2","","ICMPv6","62","","Router Solicitation"
"6.150605472","54.75.211.205","443","192.168.1.137","57990","TCP","60","","443  >  57990 [FIN, ACK] Seq=3984 Ack=1313 Win=47104 Len=0"
"6.150605883","192.168.1.137","57990","54.75.211.205","443","TCP","60","","57990  >  443 [ACK] Seq=1313 Ack=3985 Win=262144 Len=0"
"6.269618237","fe80::150d:e1f2:b6e9:6559","61054","ff02::1:3","5355","LLMNR","95","","Standard query 0x9e9f AAAA BRW7440BBBE4A3A"
"6.269618678","fe80::150d:e1f2:b6e9:6559","49664","ff02::1:3","5355","LLMNR","95","","Standard query 0xb0a5 A BRW7440BBBE4A3A"
"6.269618718","192.168.1.137","61054","224.0.0.252","5355","LLMNR","75","","Standard query 0x9e9f AAAA BRW7440BBBE4A3A"
"6.269618748","192.168.1.137","49664","224.0.0.252","5355","LLMNR","75","","Standard query 0xb0a5 A BRW7440BBBE4A3A"
"6.300344830","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"6.545867146","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.546489298","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.546919128","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.547340906","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.607059443","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"6.851844507","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.852288798","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.852835124","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.853106707","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 A BRW7440BBBE4A3A.local, ""QM"" question"
"6.853477667","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"6.853829671","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"6.854190152","192.168.1.137","5353","224.0.0.251","5353","MDNS","81","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"6.854558537","fe80::150d:e1f2:b6e9:6559","5353","ff02::fb","5353","MDNS","101","","Standard query 0x0000 AAAA BRW7440BBBE4A3A.local, ""QM"" question"
"7.051821862","192.168.1.137","137","192.168.1.255","137","NBNS","92","","Name query NB BRW7440BBBE4A3A<00>"
"7.082823892","192.168.1.137","1900","192.168.1.147","11601","SSDP","481","","HTTP/1.1 200 OK "
"7.099857552","Arcadyan_6e:fd:ca","","VMware_65:77:ad","","ARP","60","","Who has 192.168.1.227? Tell 192.168.1.254"
"7.099938587","VMware_65:77:ad","","Arcadyan_6e:fd:ca","","ARP","60","","192.168.1.227 is at 00:0c:29:65:77:ad"
